Accession	Name	Source Database	Type	Integrated Into	Integrated Signatures	GO Terms
IPR040711	Immunomodulating metalloprotease N-terminal domain	interpro	domain		PF18650	
IPR040712	Phosphofructokinase, N-terminal domain	interpro	domain		PF18468	
IPR040713	Domain of unknown function DUF5611	interpro	domain		PF18446	
IPR040714	RAP80, N-terminal	interpro	domain		PF18282	
IPR040715	Kinetoplastid DICER, KptA ADP-ribosyltransferase domain	interpro	domain		PF18176	
IPR040716	Outer-membrane lipoprotein Wza, C-terminal domain	interpro	domain		PF18412	
IPR040717	P-loop nucleotide kinase 3	interpro	family		PF18751	
IPR040718	LnmK, N-terminal	interpro	domain		PF18238	
IPR040719	Domain of unknown function DUF5597	interpro	domain		PF18120	
IPR040720	Glycosyl hydrolase family 81, C-terminal domain	interpro	domain		PF17652	
IPR040721	Protein of unknown function DUF5520	interpro	family		PF17658,PTHR47509	
IPR040722	Hit1, C-terminal	interpro	domain		PF18268	
IPR040723	Cytosolic phospholipases A2, C2-domain	interpro	domain		PF18695	
IPR040724	PheRS, DNA binding domain 1	interpro	domain		PF18552	
IPR040725	PheRS, DNA binding domain 3	interpro	domain		PF18553	
IPR040726	Halobacterial output domain 2	interpro	domain		PF18547	
IPR040727	Nicotinate phosphoribosyltransferase, N-terminal domain	interpro	domain		PF17767	
IPR040728	Domain of unknown function DUF5635	interpro	domain		PF18685	
IPR040729	Kazal-type serine protease inhibitor domain	interpro	domain		PF18434	
IPR040730	Hexapeptide repeat including loop	interpro	repeat		PF18776	
IPR040731	Metal-independent restriction enzyme BfiI, DNA binding domain	interpro	domain		PF18243	
IPR040733	Zyg-1, polo box domain 1	interpro	domain		PF18531	
IPR040734	Zyg-1, polo box domain 2	interpro	domain		PF18544	
IPR040735	Protein of unknown function DUF5583	interpro	family		PF17821	
IPR040736	Mex67, RNA recognition motif	interpro	domain		PF18444	
IPR040737	Domain of unknown function DUF5638	interpro	domain		PF18688	
IPR040738	Large polyvalent protein associated domain 22	interpro	domain		PF18834	
IPR040739	RlmM ferredoxin-like domain	interpro	domain		PF18125	
IPR040740	MglB-2, periplasmic binding protein domain	interpro	domain		PF18610	
IPR040741	Amino acid:DNA transferase	interpro	domain		PF18724	
IPR040742	Peptidoglycan hydrolase LytB, WW-like domain	interpro	domain		PF17890	
IPR040743	DNA methylase N-terminal domain	interpro	domain		PF18284	
IPR040744	Npun R1517	interpro	domain		PF18068	
IPR040745	Ankyrin, UPA domain	interpro	domain		PF17809	
IPR040746	THO1_MOS11, C-terminal domain	interpro	domain		PF18592	
IPR040747	BILBO1, N-terminal domain	interpro	domain		PF18281	
IPR040748	HP0268	interpro	domain		PF18618	
IPR040749	BRCC36, C-terminal helical domain	interpro	domain		PF18110	
IPR040750	eIF3 subunit M, C-terminal helix domain	interpro	domain		PF18005	
IPR040751	S-layer protein SbsC, C-terminal domain	interpro	domain		PF18316	
IPR040752	DNA mismatch repair protein HSM3, C-terminal domain	interpro	domain		PF18794	
IPR040753	Domain of unknown function DUF5620	interpro	domain		PF18522	
IPR040754	Pre ATP-grasp domain	interpro	domain		PF18604	
IPR040755	Interleukin receptor mimic protein A	interpro	family		PF18673	
IPR040756	Peptidase M61, N-terminal domain	interpro	domain		PF17899	
IPR040757	Endoribonuclease Regnase 1/ZC3H12, C-terminal domain	interpro	domain		PF18561	
IPR040758	Release factor glutamine methyltransferase, N-terminal domain	interpro	domain		PF17827	
IPR040759	Regulator of G-protein signalling, DHEX domain	interpro	domain		PF18148	
IPR040760	Testis-specific expressed protein 55	interpro	family		PF17819	
IPR040761	Tle cognate immunity protein 4, N-terminal domain	interpro	domain		PF18443	
IPR040763	Ribonucleotide reductase, alpha helical domain	interpro	domain		PF17975	
IPR040764	Conserved virulence factor B-like, winged helix domain	interpro	domain		PF17783	
IPR040765	RapA, N-terminal Tudor like domain 1	interpro	domain		PF18339	
IPR040766	RapA, N-terminal Tudor-like domain 2	interpro	domain		PF18337	
IPR040767	Diphteria toxin repressor/Iron-dependent repressor IdeR, SH3 domain	interpro	domain		PF18357	
IPR040768	Vid27, PH-like domain	interpro	domain		PF17747	
IPR040769	Phosphoinositide phosphatase insertion domain	interpro	domain		PF18363	
IPR040770	Rtt106, pleckstrin homology domain	interpro	domain		PF18469	
IPR040771	Thiolase-like protein type 1, additional C-terminal domain	interpro	domain		PF18313	
IPR040772	C19orf47, SAM domain	interpro	domain		cd09531	
IPR040773	26S proteasome regulatory subunit Rpn6, N-terminal	interpro	domain		PF18055	
IPR040774	Protein of unknown function DUF5580	interpro	family		PTHR34830	
IPR040775	Tail spike TSP1/Gp66, N-terminal domain	interpro	domain		PF18668	
IPR040776	ThcOx, helix turn helix domain	interpro	domain		PF18679	
IPR040777	Domain of unknown function DUF5591	interpro	domain		PF17884	
IPR040778	CASTOR1, N-terminal	interpro	domain		PF18700	
IPR040779	Protein of unknown function DUF5538	interpro	family		PF17692	
IPR040780	6S proteasome subunit Rpn6, C-terminal helix domain	interpro	domain		PF18503	
IPR040781	Rubisco accumulation factor 1, helix turn helix domain	interpro	domain		PF18579	
IPR040782	KfrB domain	interpro	domain		PF18790	
IPR040783	Actinobacteria/chloroflexi VLRF1 release factor	interpro	domain		PF18859	
IPR040784	Glycogen debranching enzyme, C-terminal domain	interpro	domain		PF18390	
IPR040785	Immune Mapped Protein 1-like, C-terminal domain	interpro	domain		PF18591	
IPR040786	RXLR phytopathogen effector protein, WY-domain	interpro	domain		PF18634	
IPR040787	Cas12a, REC1 domain	interpro	domain		PF18501	
IPR040788	MAE_28990/MAE_18760-like HEPN	interpro	domain		PF18737	
IPR040789	Large polyvalent protein-associated domain 11	interpro	domain		PF18824	
IPR040790	Kindlin-2, N-terminal	interpro	domain		PF18124	
IPR040791	Protein of unknown function DUF5555	interpro	family		PF17710	
IPR040792	Zap1, zinc finger 2	interpro	domain		PF18217	
IPR040793	CDH1/2, SANT-Helical linker 1	interpro	domain		PF18375	
IPR040794	Carbohydrate esterase 2, N-terminal	interpro	domain		PF17996	
IPR040795	Non-structural protein 2, gammacoronavirus	interpro	domain		PF17896	
IPR040796	CRISPR-associated endonuclease Cas9, beta-hairpin domain	interpro	domain		PF17893	
IPR040797	Zmiz1, N-terminal tetratricopeptide repeat domain	interpro	domain		PF18028	
IPR040798	Rpn9, C-terminal helix	interpro	domain		PF18261	
IPR040799	ComR, tetratricopeptide	interpro	domain		PF18710	
IPR040800	Methyltransferase MycE, N-terminal	interpro	domain		PF17843	
IPR040801	Ski2, N-terminal domain	interpro	domain		PF17911	
IPR040802	Peptidoglycan GlcNAc deacetylase, N-terminal	interpro	domain		PF18627	
IPR040803	Tyramine--L-glutamate ligase, pre ATP-grasp domain	interpro	domain		PF18301	
IPR040804	Tetracyclin repressor-like, C-terminal domain 18	interpro	domain		PF17923	
IPR040805	EMP3/KAHRP, N-terminal	interpro	domain		PF17986	
IPR040806	SpuA, C-terminal	interpro	domain		PF18033	
IPR040807	Protein of unknown function DUF5522	interpro	family		PF17653	
IPR040808	Protein of unknown function DUF5630	interpro	family		PF18632	
IPR040809	Large polyvalent protein associated domain 28	interpro	domain		PF18843	
IPR040810	Calcium-regulated actin-bundling protein, C-terminal	interpro	domain		PF18060	
IPR040811	SMODS and SLOG-associating 2TM effector domain	interpro	domain		PF18186	
IPR040812	RNA helicase UPF1, 1B domain	interpro	domain		cd21407,PF18141	
IPR040813	Small RNA 2'-O-methyltransferase Hen1, La-motif C-terminal domain	interpro	domain		PF18441	
IPR040814	Activity-regulated cytoskeleton-associated protein, C-terminal domain	interpro	domain		PF18162	
IPR040815	Nas2, N-terminal	interpro	domain		PF18265	
IPR040816	STY4199-like HEPN domain	interpro	domain		PF18729	
IPR040817	Leukemia inhibitory factor receptor, D2 domain	interpro	domain		PF17971	
IPR040818	Tsi6	interpro	domain		PF18660	
IPR040819	Rolling Circle replication initiation protein, N-terminal	interpro	domain		PF18106	
IPR040820	Secreted Novel AID/APOBEC-like Deaminase 3	interpro	family		PF18749	
IPR040821	Testis-specific protein LINC02914-like	interpro	family		PF17698	
IPR040822	Swi6, N-terminal	interpro	domain		PF18530	
IPR040823	Large polyvalent protein-associated domain 14	interpro	domain		PF18827	
IPR040824	Large polyvalent protein-associated domain 3	interpro	domain		PF18798	
IPR040825	FKBP26, C-terminal	interpro	domain		PF18046	
IPR040826	LA2681-like HEPN domain	interpro	domain		PF18733	
IPR040827	Arcadin 1	interpro	domain		PF18653	
IPR040828	REase associating with pPIWI, RE domain	interpro	domain		PF18154	
IPR040829	CD-NTase-associated protein 16, NUDIX domain	interpro	domain		PF18167	
IPR040830	Bacterial archaeo-eukaryotic release factor family 8	interpro	domain		PF18851	
IPR040831	YdcK Beta solenoid repeat	interpro	repeat		PF18836	
IPR040832	TTHB210-like domain	interpro	domain		PF18197	
IPR040833	Domain of unknown function DUF5631	interpro	domain		PF18645	
IPR040834	Nicking enzyme C-terminal middle helical domain	interpro	domain		PF18208	
IPR040835	Nucleotide modification associated domain 5	interpro	domain		PF18757	
IPR040836	SMODS-associated and fused to various effectors	interpro	domain		NF033611,PF18145	
IPR040837	Bacterial archaeo-eukaryotic release factor family 7	interpro	family		PF18849	
IPR040838	SabA, N-terminal extracellular adhesion domain	interpro	domain		PF18304	
IPR040839	Macroglobulin domain MG4	interpro	domain		PF17789	
IPR040840	Tc toxin complex TcA, C-terminal TcB-binding domain	interpro	domain		PF18276	
IPR040841	Domain of unknown function DUF5519	interpro	domain		PF17648	
IPR040842	Sorting nexin-17/31, FERM domain	interpro	domain		PF18116	
IPR040843	Restriction enzyme adenine methylase associated	interpro	domain		PF18755	
IPR040844	Phosphodiesterase 4 upstream conserved regions (UCR)	interpro	domain		PF18100	
IPR040845	Aminoarabinose transferase, C-terminal	interpro	domain		PF18583	
IPR040846	ORF 12 gene product, N-terminal	interpro	domain		PF18042	
IPR040847	Mind bomb, SH3 repeat domain	interpro	domain		PF18346	
IPR040848	Midasin, AAA lid domain 7	interpro	domain		PF17867	
IPR040849	MyBP-C, tri-helix bundle domain	interpro	domain		PF18362	
IPR040850	Knl1, C-terminal RWD domain	interpro	domain		PF18210	
IPR040851	Centromere-binding protein ParB, C-terminal	interpro	domain		PF18064	
IPR040852	Cas12a, RuvC nuclease domain	interpro	domain		PF18516	
IPR040853	RapA2, cadherin-like domain	interpro	domain		PF17803	
IPR040854	Uncharacterized protein ZSWIM9	interpro	family		PTHR47086	
IPR040855	Origin recognition complex subunit 3, winged helix C-terminal	interpro	domain		PF18137	
IPR040856	Glucose ABC transporter, C-terminal	interpro	domain		PF17847	
IPR040857	VioE domain	interpro	domain		PF18234	
IPR040858	Rubisco accumulation factor 1, C-terminal	interpro	domain		PF18087	
IPR040859	Midline-1, COS domain	interpro	domain		PF18568	
IPR040860	Gp37/Dip protein	interpro	family		PF17679	
IPR040861	Large polyvalent protein-associated domain 13	interpro	domain		PF18825	
IPR040862	Hemagglutinin I	interpro	domain		PF18239	
IPR040863	Protein of unknown function DUF5554	interpro	family		PF17709	
IPR040864	Protein of unknown function DUF5553	interpro	family		PF17707	
IPR040865	Primase X	interpro	domain		PF18689	
IPR040866	Type III secretion system ExsE	interpro	domain		PF18286	
IPR040867	Domain of unknown function DUF5603	interpro	domain		PF18231	
IPR040868	Histidine kinase DraK, N-terminal domain	interpro	domain		PF18092	
IPR040869	Cyclic nucleotide phosphodiesterase, C-terminal domain	interpro	domain		PF17839	
IPR040870	HEN1, double-stranded RNA binding domain 2	interpro	domain		PF17842	
IPR040871	HopA1 effector protein	interpro	family		PF17914	
IPR040872	Fibrillin 1, unique N-terminal domain	interpro	domain		PF18193	
IPR040873	SopB, HTH domain	interpro	domain		PF18090	
IPR040874	Protein of of unknown function DUF5551	interpro	family		PF17705	
IPR040875	Trypsin inhibitor	interpro	domain		PF17983	
IPR040876	Lantibiotic immunity protein Spa1, C-terminal	interpro	domain		PF18218	
IPR040877	Carbohydrate binding module 65 domain 1	interpro	domain		PF18259	
IPR040878	IL-40-like, Ig domain	interpro	domain		PF17736	
IPR040879	Spermatogenesis-associated protein 46-like	interpro	family		PF17734,PTHR33517	
IPR040880	Domain of unknown function DUF5604	interpro	domain		PF18300	
IPR040881	Urease subunit beta-alpha, linker domain	interpro	domain		PF18473	
IPR040882	Cas12a, nuclease domain	interpro	domain		PF18510	
IPR040883	Fatty acid synthase, meander beta sheet domain	interpro	domain		PF17951	GO:0019171
IPR040884	SMODS and SLOG-associating 2TM effector domain 1	interpro	domain		PF18181	
IPR040885	Synaptotagmin-like, mitochondrial and lipid-binding domain	interpro	domain		PF18696	
IPR040886	TRIF, N-terminal	interpro	domain		PF17798	
IPR040887	Aldos-2-ulose dehydratase/isomerase (AUDH), Cupin domain	interpro	domain		PF18637	
IPR040888	PilN biogenesis protein dimerization domain	interpro	domain		PF18222	
IPR040890	CopZ, zinc binding domain	interpro	domain		PF18423	
IPR040891	SAV_6107-like HEPN	interpro	domain		PF18726	
IPR040892	RPN1, N-terminal	interpro	domain		PF17781	
IPR040893	RPA-related protein RADX	interpro	family		PTHR14944,PF17659	GO:0003697
IPR040894	Large ribosomal subunit protein bL17m, C-terminal, fungi	interpro	domain		PF18502	
IPR040895	Argonaute, PAZ domain	interpro	domain		PF18309	
IPR040896	26S proteasome regulatory subunit RPN5, C-terminal domain	interpro	domain		PF18098	
IPR040897	Plasmodium host cell traversal SPECT1	interpro	domain		PF18680	
IPR040898	CxC6 like cysteine cluster associated with KDZ	interpro	domain		PF18721	
IPR040899	Fatty acid synthase subunit alpha, acyl carrier domain	interpro	domain		PF18325	GO:0008897
IPR040900	Spermine synthase, N-terminal	interpro	domain		PF17950	
IPR040901	Leukemia inhibitory factor receptor, N-terminal	interpro	domain		PF18207	
IPR040902	REase, AHJR-like	interpro	domain		PF18743	
IPR040903	Retroviral integrase, C-terminal SH3 domain	interpro	domain		PF18103	
IPR040904	Protein of unknown function DUF5557	interpro	family		PF17712	
IPR040905	DNA-Binding protein G5P, Pseudomonas	interpro	family		PF17878	
IPR040906	Protein of unknown function DUF5535	interpro	family		PF17687	
IPR040907	IL-3 receptor alpha chain, N-terminal	interpro	domain		PF18611	
IPR040908	Hydroquinone 1,2-dioxygenase large subunit, N-terminal	interpro	domain		PF18191	
IPR040909	E3 ubiquitin-protein ligase CHFR, cysteine rich domain with multizinc binding	interpro	domain		PF17979	
IPR040910	Closterovirus 1a polyprotein, central region	interpro	family		PF17646	
IPR040911	Exostosin, GT47 domain	interpro	domain		PF03016	
IPR040912	Repeat of unknown function DUF5633	interpro	repeat		PF18656	
IPR040913	Htr2, transmembrane domain	interpro	domain		PF17909	
IPR040914	Repeat of uncharacterized protein PH0542	interpro	repeat		PF18817	
IPR040915	GK1464-like domain	interpro	domain		PF18681	
IPR040916	DD-reactivating factor swiveling domain	interpro	domain		PF18427	
IPR040917	RalF, C-terminal Sec-7 capping domain	interpro	domain		PF18248	
IPR040918	GatD, N-terminal	interpro	domain		PF18195	
IPR040919	Asparaginase/glutaminase, C-terminal	interpro	domain		PF17763	
IPR040920	Arabinosyltransferas, concanavalin like domain	interpro	domain		PF17689	
IPR040921	LD-carboxypeptidase, C-terminal	interpro	domain		PF17676	
IPR040922	Large ribosomal subunit protein mL59 domain	interpro	domain		PF18126	
IPR040923	4-hydroxyphenylacetate decarboxylase small gamma subunit, C-terminal	interpro	domain		PF18524	
IPR040924	5-hmdU DNA kinase	interpro	family		PF18748	
IPR040925	Heparinase II, C-terminal	interpro	domain		PF18675	
IPR040926	Cellular tumor antigen p53, transactivation domain 2	interpro	domain		PF18521	
IPR040927	Monalysin, beta barrel Pore-forming domain	interpro	domain		PF18063	
IPR040928	Importin repeat	interpro	repeat		PF18816	
IPR040929	Archaellum regulatory network B, C-terminal	interpro	domain		PF18677	
IPR040930	AF-9, ANC1 homology domain	interpro	domain		PF17793	
IPR040931	Cadmium carbonic anhydrase repeat	interpro	repeat		PF18484	
IPR040932	Csm4, C-terminal	interpro	domain		PF17953	
IPR040933	Photosystem II Psb31 protein	interpro	domain		PF18240	
IPR040934	Mit1, C-terminal Zn finger 2	interpro	domain		PF18585	
IPR040935	Subtilisin-like protease 2, prodomain	interpro	domain		PF18513	
IPR040936	Large polyvalent protein associated domain 26	interpro	domain		PF18842	
IPR040937	Argonaute, N-terminal	interpro	domain		PF18351	
IPR040938	Legionella ubiquitin-specific protease A domain	interpro	domain		PF18242	
IPR040939	Vacuolar protein sorting 38	interpro	family		PF17649	GO:0034272
IPR040940	DNA polymerase nu, pseudo-exo domain	interpro	domain		PF18049	
IPR040941	Exuperantia, SAM-like domain	interpro	domain		PF18609	
IPR040942	Minimal CRISPR polymerase domain	interpro	domain		PF18182	
IPR040943	Protein of unknown function DUF5571	interpro	family		PF17732	
IPR040944	Importin 13 repeat 2	interpro	repeat		PF18786	
IPR040945	Domain of unknown function DUF5621	interpro	domain		PF18532	
IPR040946	Endoglucanase B, carbohydrate binding domain	interpro	domain		PF18448	
IPR040947	Short myomegalin-like EB1 binding protein, N-terminal	interpro	domain		PF18615	
IPR040948	Domain of unknown function DUF5639	interpro	domain		PF18690	
IPR040949	HetR, C-terminal Hood domain	interpro	domain		PF18460	
IPR040950	ADGRG1, GAIN subdomain A	interpro	domain		PF18619	
IPR040951	Interleukin-2 receptor subunit beta, N-terminal	interpro	domain		PF18707	
IPR040953	Domain of unknown function DUF5594	interpro	domain		PF18057	
IPR040954	ZAP, zinc finger	interpro	domain		PF18633	
IPR040955	Immune mapped protein 2, N-terminal	interpro	domain		PF18590	
IPR040956	Lower baseplate protein, N-terminal	interpro	domain		PF18338	
IPR040957	Anosmin-1, cysteine rich domain	interpro	domain		PF17869	
